Organization Name,Industries,Food and Restaurant Dummy,High Tech Dummy,Headquarters Regions,Founded Date,Founded Year,Founders,Number of Investors,Patents Granted,Trademarks Registered,Total Funding Amount,Number of Funding Rounds,Closed Dummy,Number of Events,Number of Articles,Diversity Spotlight Dummy,Page Views / Visit,Announced Date,Headquarters Location,Close Date,Organization Name.1,America Dummy,Asia Dummy,Middle East Dummy,Financing for entrepreneurs,Governmental support and policies,Taxes and bureaucracy,Governmental programs,Basic school entrepreneurial education and training,Post school entrepreneurial education and training,R&D transfer,Commercial and professional infrastructure,Internal market dynamics,Internal market openness,Physical and services infrastructure,Cultural and social norms,Founders_Cleaned,Repeat_Founder
Ally.io (Acquired),"Data Integration, Enterprise Software, Human Resources, Management Information Systems, SaaS",0,1,"Greater Seattle Area, West Coast, Western US",2018,2018,Vetri Vetrivelkumaran Vellore,8,0,0,73000000,3,0,0,19,0,1,0,1,—,United States,1,0,0,4.97,4.22,4.73,4.45,4.33,5.48,4.42,5.88,5.48,4.88,6.98,7.17,['Vetri Vetrivelkumaran Vellore'],0
Nova Royalty,"Energy, Mining, Natural Resources, Precious Metals",0,0,—,2018,2018,"Alex Tsukernik, Robert Leckie",1,0,0,13187403,4,0,0,15,0,—,0,—,—,Canada,0,0,0,5.32,4.92,4.35,4.92,4.12,4.75,4.77,6.07,4.27,4.55,6.68,5.53,"['Alex Tsukernik', 'Robert Leckie']",0
Thrive Cannabis,"Brand Marketing, Cannabis, Manufacturing",0,1,Great Lakes,2018,2018,Art Bluhm,1,0,0,3776257,2,0,0,13,0,—,0,—,—,Canada,0,0,0,5.32,4.92,4.35,4.92,4.12,4.75,4.77,6.07,4.27,4.55,6.68,5.53,['Art Bluhm'],0
SecurityAdvisor,"Cloud Security, Cyber Security, SaaS",0,1,"San Francisco Bay Area, Silicon Valley, West Coast",2018,2018,"Rohan Puri, Sai Venkataraman, Santhosh Purathepparambil",4,1,0,7300000,2,0,1,4,0,—,0,—,—,United States,1,0,0,4.97,4.22,4.73,4.45,4.33,5.48,4.42,5.88,5.48,4.88,6.98,7.17,"['Rohan Puri', 'Sai Venkataraman', 'Santhosh Purathepparambil']",0
Archaea Energy,Energy,0,0,"Great Lakes, Northeastern US",2018,2018,Nick Stork,6,0,0,640000000,2,0,0,51,0,1,0,1,—,United States,1,0,0,4.97,4.22,4.73,4.45,4.33,5.48,4.42,5.88,5.48,4.88,6.98,7.17,['Nick Stork'],0
Simumatik,"Cloud Data Services, Enterprise Software, Information Technology",0,1,"European Union (EU), Nordic Countries, Scandinavia",2018,2018,—,1,0,0,"SEK4,000,000",1,0,0,2,0,32.36,0,32.36,—,Sweden,0,0,0,3.88,4.05,3.7,4.82,4,4.65,4.2,4.98,5.8,4.93,7.05,4.83,[],0
Herve Edibles,"Food and Beverage, Food Processing, Retail",1,1,Great Lakes,2018,2018,"Frederic Naggar, Sebastien Centner",1,1,0,3000000,1,0,0,2,0,—,0,—,—,Canada,0,0,0,5.32,4.92,4.35,4.92,4.12,4.75,4.77,6.07,4.27,4.55,6.68,5.53,"['Frederic Naggar', 'Sebastien Centner']",0
WhiteHat Jr.,"Education, Information Technology",0,0,Asia-Pacific (APAC),2018,2018,Karan Bajaj,4,0,6,11294388,3,0,0,110,0,1.55,0,1.55,—,India,0,1,0,2.83,6.32,4.73,5.73,4.53,5.22,5.25,5.75,6.45,5.23,6.52,5.53,['Karan Bajaj'],0
Alterbank,"Banking, Bitcoin, Blockchain, Cryptocurrency, Financial Services, FinTech",0,1,Latin America,2018,2018,Vinicius Frias,1,0,0,"R$2,000,000",1,0,0,0,0,—,0,—,—,Brazil,0,0,0,5.02,2.97,2.42,3.47,2.57,4.1,3.53,4.48,5.77,3.67,5.37,3.5,['Vinicius Frias'],0
RexSoft,"Analytics, Business Intelligence, Consulting, Genetics, Health Care, Machine Learning, Management Information Systems",0,1,Asia-Pacific (APAC),2018,2018,—,3,2,0,"₩700,000,000",3,0,0,0,0,—,0,—,—,South Korea,0,1,0,5,6.15,4.47,5.22,3.45,4.37,4.05,4.32,7.15,3.78,6.63,5.12,[],0
ERPyme,"Business Intelligence, Financial Services, SaaS, Small and Medium Businesses, Software",0,1,Latin America,2018,2018,"Alvaro Rivera Rickenberg, Cristian Sauterel",1,0,0,155000,3,0,0,9,0,8.22,0,8.22,—,Chile,0,0,0,5.22,5.23,4.75,5.63,2.45,5.05,3.75,4.12,4.38,3.77,7.13,5.38,"['Alvaro Rivera Rickenberg', 'Cristian Sauterel']",0
Psyros Diagnostics,"Health Care, Health Diagnostics, Medical, Service Industry",0,1,"Europe, Middle East, and Africa (EMEA)",2018,2018,—,1,6,0,"£931,778",1,0,0,8,0,—,0,—,—,United Kingdom,0,0,0,4.33,3.43,4.97,4.05,3,4.35,4.25,5.13,4.9,4.52,5.62,4.97,[],0
Visualeo,"Apps, Blockchain, Data Visualization, Information Technology",0,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2018,2018,Pedro Martin Diaz,1,0,0,150000,1,0,0,0,0,1,0,1,—,Spain,0,0,0,4.67,4.75,4.12,5.48,3.55,5.42,4.6,5.22,4.82,4.62,6.2,5.07,['Pedro Martin Diaz'],0
Newly Network,"Apps, Bitcoin, Cryptocurrency, E-Commerce, Financial Services, FinTech, Internet, Shopping",0,1,"Greater Boston Area, East Coast, New England",2018,2018,—,1,0,0,500000,4,0,0,0,0,2,0,1/1/1900 0:00,9/1/2022 0:00,United States,1,0,0,4.97,4.22,4.73,4.45,4.33,5.48,4.42,5.88,5.48,4.88,6.98,7.17,[],0
Ventyx Biosciences,"Biopharma, Biotechnology",0,1,"Greater San Diego Area, West Coast, Western US",2018,2018,Raju Mohan,26,9,0,468600000,5,0,0,118,0,2.6,0,2.6,—,United States,1,0,0,4.97,4.22,4.73,4.45,4.33,5.48,4.42,5.88,5.48,4.88,6.98,7.17,['Raju Mohan'],0
Jet.AI,"Aerospace, Payments, Transportation, Travel",0,0,Western US,2018,2018,Mike Winston,5,0,4,44965327,5,0,0,64,0,3.71,0,3.71,—,United States,1,0,0,4.97,4.22,4.73,4.45,4.33,5.48,4.42,5.88,5.48,4.88,6.98,7.17,['Mike Winston'],0
Cazoo,"E-Commerce, Marketplace",0,1,"Europe, Middle East, and Africa (EMEA)",2018,2018,Alexander Chesterman,33,0,0,2186961261,10,0,0,266,0,3.62,0,3.62,—,United Kingdom,0,0,0,4.33,3.43,4.97,4.05,3,4.35,4.25,5.13,4.9,4.52,5.62,4.97,['Alexander Chesterman'],0
Mirum Pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical, Therapeutics",0,1,"San Francisco Bay Area, Silicon Valley, West Coast",2018,2018,"Alejandro Dorenbaum, Christopher Peetz, Niall O'Donnell, Susan Dubé",9,13,29,497000000,4,0,0,208,1,2.15,1,2.15,—,United States,1,0,0,4.97,4.22,4.73,4.45,4.33,5.48,4.42,5.88,5.48,4.88,6.98,7.17,"['Alejandro Dorenbaum', 'Christopher Peetz', ""Niall O'Donnell"", 'Susan Dubé']",1
Onconetix,"Biopharma, Biotechnology, Health Care, Pharmaceutical",0,1,"Great Lakes, Midwestern US",2018,2018,Joseph Hernandez,1,0,3,45810000,5,0,0,43,0,1.96,0,1.96,—,United States,1,0,0,4.97,4.22,4.73,4.45,4.33,5.48,4.42,5.88,5.48,4.88,6.98,7.17,['Joseph Hernandez'],0
Ascend Wellness,"Agriculture, Cannabis, Farming",0,1,"Greater Boston Area, East Coast, New England",2018,2018,Abner Kurtin,7,0,0,816200000,13,0,0,97,0,1.84,0,1.84,—,United States,1,0,0,4.97,4.22,4.73,4.45,4.33,5.48,4.42,5.88,5.48,4.88,6.98,7.17,['Abner Kurtin'],0
Vicebio,"Biotechnology, Health Care, Medical",0,1,"Europe, Middle East, and Africa (EMEA)",2019,2019,—,6,0,0,100000000,1,0,0,55,0,1.71,0,1.71,—,United Kingdom,0,0,0,5.07,4.35,5.08,4.6,3.85,4.77,4.03,5.02,5,5.2,6.1,5.62,[],0
Hidden Road,Financial Services,0,0,"Europe, Middle East, and Africa (EMEA)",2019,2019,Marc Asch,13,0,0,50000000,1,0,0,86,0,3.15,0,3.15,—,United Kingdom,0,0,0,5.07,4.35,5.08,4.6,3.85,4.77,4.03,5.02,5,5.2,6.1,5.62,['Marc Asch'],0
Yondr Group,"Information Services, Information Technology, Internet",0,0,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2019,2019,"Dave Newitt, Miles Redding, Peter Jones",9,1,22,1050000000,3,0,0,43,0,3.07,0,3.07,—,Netherlands,0,0,0,3.95,5.68,5.42,6,5.5,5.73,5.37,5.97,5.33,5.85,7.2,6.13,"['Dave Newitt', 'Miles Redding', 'Peter Jones']",0
LaNova Medicines,"Health Care, Medical, Pharmaceutical",0,1,Asia-Pacific (APAC),2019,2019,—,16,7,0,"CN¥865,000,000",7,0,0,49,0,2.04,0,2.04,—,China,0,1,0,4.03,5.6,5.87,5.3,4.27,5.53,5.47,5.33,6.38,5.18,6.93,6.35,[],0
Beckley Psytech,"Biotechnology, Health Care, Life Science, Medical",0,1,"Europe, Middle East, and Africa (EMEA)",2019,2019,"Cosmo Feilding Mellen, Lady Amanda Feilding",26,25,2,164188863,6,0,0,95,0,3.36,0,3.36,—,United Kingdom,0,0,0,5.07,4.35,5.08,4.6,3.85,4.77,4.03,5.02,5,5.2,6.1,5.62,"['Cosmo Feilding Mellen', 'Lady Amanda Feilding']",0
Araris Biotech,"Biotechnology, Health Care, Medical, Oncology",0,1,"Europe, Middle East, and Africa (EMEA)",2019,2019,"Dragan Grabulovski, Isabella Attinger-Toller, Philipp Spycher",13,8,4,43432939,8,0,0,59,0,1.98,0,1.98,—,Switzerland,0,0,0,5.12,5.65,5.85,5.85,4.75,5.98,5.97,5.95,4.68,5.35,7.57,6.2,"['Dragan Grabulovski', 'Isabella Attinger-Toller', 'Philipp Spycher']",0
Circa,"Finance, Financial Services, Payments, Real Estate, Software",0,1,"East Coast, New England, Northeastern US",2019,2019,"Divyah Natarajan, Heman Duraiswamy, Kate Woska, Leslie Hyman",4,0,0,2442000,3,0,1,22,1,3.72,1,3.72,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,"['Divyah Natarajan', 'Heman Duraiswamy', 'Kate Woska', 'Leslie Hyman']",0
Lemonada Media,"Content, Media and Entertainment, Podcast",0,1,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",2019,2019,"Jessica Cordova Kramer, Stephanie Wittels Wachs",10,0,2,10500000,4,0,0,51,1,1.54,1,1.54,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,"['Jessica Cordova Kramer', 'Stephanie Wittels Wachs']",0
Chinook Therapeutics,"Biotechnology, Health Care, Therapeutics",0,1,—,2019,2019,Ross Haghighat,12,0,0,276000000,4,0,0,56,0,2,0,2,—,Canada,0,0,0,4.58,5.23,4.6,4.88,4.52,5.07,4.43,5.37,4.97,4.9,6.47,6.02,['Ross Haghighat'],0
CareBridge,"Health Care, Home Health Care, Medical",0,1,Southern US,2019,2019,Brad Smith,8,0,0,182400000,3,0,0,13,0,4.63,0,4.63,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,['Brad Smith'],0
Bionic,"Cloud Management, Enterprise Applications, Information Technology",0,1,"San Francisco Bay Area, Silicon Valley, West Coast",2019,2019,"Eyal Mamo, Idan Ninyo",8,0,0,82000000,3,0,1,11,0,3,0,3,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,"['Eyal Mamo', 'Idan Ninyo']",0
Nearside,"Financial Services, Information Technology",0,0,"San Francisco Bay Area, West Coast, Western US",2019,2019,Thomson Nguyen,29,0,0,73000000,4,0,0,5,1,—,1,—,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,['Thomson Nguyen'],0
Lavie bio,"Agriculture, Biotechnology, Manufacturing",0,0,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",2019,2019,—,3,6,6,37000000,3,0,0,64,0,1.36,0,1.36,—,Israel,0,0,1,4.88,4.35,3.63,4.45,3.58,4.67,4.72,5.37,4.98,4.35,6.52,6.82,[],0
C2i Genomics,"Genetics, Health Care, Health Diagnostics, Therapeutics",0,1,"Greater New York Area, East Coast, Northeastern US",2019,2019,"Asaf Zviran, Boris Oklander, Dan Landau, Ezra Sofer",12,0,2,112000000,2,0,0,42,0,—,0,—,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,"['Asaf Zviran', 'Boris Oklander', 'Dan Landau', 'Ezra Sofer']",0
Gringo,"Apps, Automotive, Information Services",0,0,Latin America,2019,2019,"Chris Sommers, Juliano Dutra, Marcelo Lemos",15,0,0,90268052,6,0,0,16,0,1.9,0,1.9,—,Brazil,0,0,0,3.68,4.17,3.12,4.27,2.97,4.45,3.75,4.7,5.73,4.15,5.38,4.12,"['Chris Sommers', 'Juliano Dutra', 'Marcelo Lemos']",0
Evergreen Theragnostics,"Biotechnology, Manufacturing",0,0,"Greater New York Area, East Coast, Northeastern US",2019,2019,"James Cook, Serge Lyashchenko",3,0,5,60000000,3,0,0,45,0,1.81,0,1.81,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,"['James Cook', 'Serge Lyashchenko']",0
Lexion,"Artificial Intelligence (AI), Information Technology, Procurement, Productivity Tools, SaaS",0,1,"Greater Seattle Area, West Coast, Western US",2019,2019,"Emad Elwany, Gaurav Oberoi, James Baird",5,0,1,35200000,3,0,0,43,0,4.37,0,4.37,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,"['Emad Elwany', 'Gaurav Oberoi', 'James Baird']",0
ScienceIO,"Analytics, Artificial Intelligence (AI), Health Care, Natural Language Processing",0,1,"Greater Boston Area, East Coast, New England",2019,2019,"Gaurav Kaushik, Will Manidis",27,0,0,8000000,2,0,0,41,0,1.29,0,1.29,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,"['Gaurav Kaushik', 'Will Manidis']",0
Pry Financials,"Business Intelligence, Financial Services, FinTech",0,1,"San Francisco Bay Area, West Coast, Western US",2019,2019,"Alex Sailer, Andy Su, Hayden Jensen, Tiffany Wong",9,0,0,4200000,4,0,0,8,1,1.28,1,1.28,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,"['Alex Sailer', 'Andy Su', 'Hayden Jensen', 'Tiffany Wong']",0
Arf,"Finance, Financial Services, FinTech, Payments",0,1,"Europe, Middle East, and Africa (EMEA)",2019,2019,"Ahmet Ozcan, Ali Erhat Nalbant, Berhan Kongel, Kazim Rifat Ozyilmaz",14,0,0,14200000,7,0,0,17,0,2.25,0,2.25,—,Switzerland,0,0,0,5.12,5.65,5.85,5.85,4.75,5.98,5.97,5.95,4.68,5.35,7.57,6.2,"['Ahmet Ozcan', 'Ali Erhat Nalbant', 'Berhan Kongel', 'Kazim Rifat Ozyilmaz']",0
Convex Group,Insurance,0,0,"Europe, Middle East, and Africa (EMEA)",2019,2019,"Paul Brand, Stephen Catlin",1,0,0,500000000,1,0,0,2,0,3.41,0,3.41,—,United Kingdom,0,0,0,5.07,4.35,5.08,4.6,3.85,4.77,4.03,5.02,5,5.2,6.1,5.62,"['Paul Brand', 'Stephen Catlin']",0
O2 Power,"Energy, Environmental Consulting, Renewable Energy",0,0,Asia-Pacific (APAC),2019,2019,"Parag Sharma, Peeyush Mohit",2,0,0,500000000,1,0,0,66,0,1.61,0,1.61,—,India,0,1,0,3.18,5.77,5.08,5.42,5.13,5.6,5.25,5.57,6.35,5.52,6.43,5.92,"['Parag Sharma', 'Peeyush Mohit']",0
Hamul,"Developer Tools, Video, Virtual Reality",0,0,"Greater Los Angeles Area, West Coast, Western US",2019,2019,"Brina Lee, Hendri Tan",2,0,1,500000,2,0,0,0,1,—,1,—,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,"['Brina Lee', 'Hendri Tan']",0
MiroBio,"Biotechnology, Life Science",0,0,"Europe, Middle East, and Africa (EMEA)",2019,2019,"Richard Cornall, Simon Davis, Tim Funnell",7,5,1,"£107,000,000",2,0,0,23,0,1,0,1,—,United Kingdom,0,0,0,5.07,4.35,5.08,4.6,3.85,4.77,4.03,5.02,5,5.2,6.1,5.62,"['Richard Cornall', 'Simon Davis', 'Tim Funnell']",1
Raptor Scientific,"Aerospace, Manufacturing, Test and Measurement",0,0,"East Coast, New England, Northeastern US",2019,2019,—,2,0,0,60000000,2,0,0,22,0,1.36,0,1.36,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,[],0
Accurics,"Cloud Security, Software",0,1,"San Francisco Bay Area, West Coast, Western US",2019,2019,"Piyush Sharrma, Sachin Aggarwal, Sharad Kumar",5,0,0,20000000,2,0,1,33,0,—,0,—,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,"['Piyush Sharrma', 'Sachin Aggarwal', 'Sharad Kumar']",0
Nimble Therapeutics,"Biotechnology, Chemical, Therapeutics",0,0,"Great Lakes, Midwestern US",2019,2019,Jigar Patel,1,0,0,10000000,1,0,0,35,0,—,0,—,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,['Jigar Patel'],0
Arvelle Therapeutics,Biotechnology,0,0,"Europe, Middle East, and Africa (EMEA)",2019,2019,"Gregory Weinhoff, Ilise Lombardo, Mark Altmeyer",7,0,4,221846724,2,0,0,6,0,—,0,—,—,Switzerland,0,0,0,5.12,5.65,5.85,5.85,4.75,5.98,5.97,5.95,4.68,5.35,7.57,6.2,"['Gregory Weinhoff', 'Ilise Lombardo', 'Mark Altmeyer']",0
Bird Canada,"CleanTech, Environmental Consulting, Information Services",0,0,Great Lakes,2019,2019,Stewart Lyons,4,0,0,367000,2,0,0,21,0,3.13,0,3.13,—,Canada,0,0,0,4.58,5.23,4.6,4.88,4.52,5.07,4.43,5.37,4.97,4.9,6.47,6.02,['Stewart Lyons'],0
Petabyte Technology,"Cloud Management, Health Care, Software, Veterinary",0,1,"Greater Seattle Area, West Coast, Western US",2019,2019,"Alex Krooglik, Michael Hyman, Tim Mahlman",11,0,0,25750000,3,0,0,3,0,1,0,1,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,"['Alex Krooglik', 'Michael Hyman', 'Tim Mahlman']",1
delt.ai,"Banking, Financial Services, FinTech, Machine Learning, Productivity Tools, Software",0,1,Latin America,2019,2019,Jose de la Luz Lopez,5,0,0,27651000,6,0,0,4,0,2.22,0,2.22,—,Mexico,0,0,0,3.47,4.25,3.97,4.58,3.67,5.77,4.45,4.85,4.83,4.62,6.57,5.83,['Jose de la Luz Lopez'],0
Nerio Therapeutics,"Biotechnology, Life Science, Therapeutics",0,0,"Greater San Diego Area, West Coast, Western US",2019,2019,"Jay Lichter, Sanford J. Madigan, Tighe M. Reardon",1,0,0,6502853,2,0,0,18,0,—,0,—,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,"['Jay Lichter', 'Sanford J. Madigan', 'Tighe M. Reardon']",0
Stoke,"Computer, Freelance, Human Resources, Software",0,1,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",2019,2019,"Hilik Paz, Shahar Erez",8,0,0,20000000,2,0,0,3,0,1.15,0,1.15,—,Israel,0,0,1,4.88,4.35,3.63,4.45,3.58,4.67,4.72,5.37,4.98,4.35,6.52,6.82,"['Hilik Paz', 'Shahar Erez']",0
Linker,"B2B, Banking, Finance, Financial Services",0,0,Latin America,2019,2019,"David Mourão, Ingrid Barth",4,0,0,"R$12,000,000",2,0,0,1,0,1,0,1,—,Brazil,0,0,0,3.68,4.17,3.12,4.27,2.97,4.45,3.75,4.7,5.73,4.15,5.38,4.12,"['David Mourão', 'Ingrid Barth']",0
FourQ Systems,—,0,0,"East Coast, New England, Northeastern US",2019,2019,"Kivanc Pakel, Varun Tejpal",1,0,0,6000000,1,0,0,1,0,1,0,1,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,"['Kivanc Pakel', 'Varun Tejpal']",0
Prairie Lithium,"Mining, Precious Metals",0,0,—,2019,2019,Zach Maurer,2,1,0,"CA$8,580,000",2,0,0,0,0,—,0,—,—,Canada,0,0,0,4.58,5.23,4.6,4.88,4.52,5.07,4.43,5.37,4.97,4.9,6.47,6.02,['Zach Maurer'],0
Constellation Automotive Group,"Automotive, Marketplace",0,1,"Europe, Middle East, and Africa (EMEA)",2019,2019,—,4,0,6,"£1,000,000,000",1,0,0,14,0,5.1,0,5.1,—,United Kingdom,0,0,0,5.07,4.35,5.08,4.6,3.85,4.77,4.03,5.02,5,5.2,6.1,5.62,[],0
Tanomu,"Apps, Food Delivery, Software",1,1,Asia-Pacific (APAC),2019,2019,"Hideya Kawano, Kazuki Fukuoka",5,0,0,"¥54,000,000",3,0,0,0,0,—,0,—,—,Japan,0,1,0,4.67,5.05,4.37,4.55,3.05,4.75,4.62,4.27,5.82,4.62,6.75,4.45,"['Hideya Kawano', 'Kazuki Fukuoka']",0
simsim,"Apps, E-Commerce, Internet",0,0,Asia-Pacific (APAC),2019,2019,"Amit Bagaria, Kunal Suri, Saurabh Vashishtha",10,0,0,15450000,3,0,0,12,0,1.1,0,1.1,—,India,0,1,0,3.18,5.77,5.08,5.42,5.13,5.6,5.25,5.57,6.35,5.52,6.43,5.92,"['Amit Bagaria', 'Kunal Suri', 'Saurabh Vashishtha']",0
PRESCRIBEAI,Artificial Intelligence (AI),0,1,"Dallas/Fort Worth Metroplex, Southern US",2019,2019,—,1,0,0,300000,1,0,0,0,0,—,0,—,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,[],0
OMEN Technologies AB,"Artificial Intelligence (AI), Computer, Cyber Security, Network Security",0,1,"European Union (EU), Nordic Countries, Scandinavia",2019,2019,"Christian Löfvendahl, Magnus Almgren, Wissam Aoudi",1,0,0,"SEK300,000",1,0,0,1,0,—,0,—,—,Sweden,0,0,0,5,3.95,3.95,4.77,4.5,4.88,4.43,5.22,5.95,4.83,6.75,5.15,"['Christian Löfvendahl', 'Magnus Almgren', 'Wissam Aoudi']",0
Stakes,"Blockchain, Cryptocurrency, Mobile Apps, Social Media, Sports",0,1,"Greater New York Area, East Coast, Northeastern US",2019,2019,Kevin W.,9,0,0,5300000,1,0,0,26,0,1,0,1,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,['Kevin W.'],0
Doré Copper Mining,"Industrial, Mining, Natural Resources",0,0,Great Lakes,2019,2019,Ewan Downie,4,0,0,13188840,5,0,0,8,0,—,0,—,—,Canada,0,0,0,4.58,5.23,4.6,4.88,4.52,5.07,4.43,5.37,4.97,4.9,6.47,6.02,['Ewan Downie'],0
Artiva Biotherapeutics,"Biotechnology, Life Science, Therapeutics",0,0,"Greater San Diego Area, West Coast, Western US",2019,2019,"Peter Flynn, Tom Farrell",16,17,3,198000000,2,0,0,90,0,1.74,0,1.74,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,"['Peter Flynn', 'Tom Farrell']",0
Webus,"Artificial Intelligence (AI), Online Portals, Transportation, Travel, Travel Agency",0,1,Asia-Pacific (APAC),2019,2019,—,1,0,0,100000000,1,0,0,5,0,—,0,—,—,China,0,1,0,4.03,5.6,5.87,5.3,4.27,5.53,5.47,5.33,6.38,5.18,6.93,6.35,[],0
Neumora Therapeutics,"Biotechnology, Health Care, Medical, Neuroscience",0,1,"Greater Boston Area, East Coast, New England",2019,2019,"Carol Suh, Mike Poole, Paul L Berns",19,0,0,614626569,5,0,0,262,1,2.38,1,2.38,—,United States,1,0,0,5.22,4.58,5.05,4.43,4.18,5.32,4.57,5.62,4.9,4.62,6.88,6.98,"['Carol Suh', 'Mike Poole', 'Paul L Berns']",0
Vigil Neuroscience,"Biotechnology, Health Care, Life Science, Neuroscience, Therapeutics",0,1,"Greater Boston Area, East Coast, New England",2020,2020,Ivana Magovčević-Liebisch,15,20,5,180000000,3,0,0,118,1,2.53,1,2.53,—,United States,1,0,0,5.43,4.25,4.32,4.47,3.95,5.48,4.52,5.72,5.48,4.73,6.52,6.75,['Ivana Magovčević-Liebisch'],0
Forge Biologics,"Biotechnology, Health Care, Medical, Therapeutics",0,1,"Great Lakes, Midwestern US",2020,2020,"Erandi De Silva, Jaysson Eicholtz, Timothy J Miller",9,3,4,330000000,5,0,0,67,1,2.71,1,2.71,—,United States,1,0,0,5.43,4.25,4.32,4.47,3.95,5.48,4.52,5.72,5.48,4.73,6.52,6.75,"['Erandi De Silva', 'Jaysson Eicholtz', 'Timothy J Miller']",0
NeXtWind,"Clean Energy, Energy, Renewable Energy",0,0,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2020,2020,—,1,0,1,1400000000,2,0,0,9,0,2.17,0,2.17,—,Germany,0,0,0,5.27,4.73,4.32,6,3.58,4.78,4.8,5.53,5.07,4.63,5.95,4.87,[],0
Minimalist,E-Commerce,0,0,Asia-Pacific (APAC),2020,2020,"Mohit Yadav, Rahul Yadav",2,0,0,"₹1,100,000,000",1,0,0,27,0,2.33,0,2.33,—,India,0,1,0,6.05,5.7,5.45,5.62,5.03,5.2,5.53,6.08,6.45,5.88,6.47,6,"['Mohit Yadav', 'Rahul Yadav']",0
OfferFit,"A/B Testing, Artificial Intelligence (AI), Machine Learning, Marketing Automation",0,1,"Greater Boston Area, East Coast, New England",2020,2020,"George Khachatryan, Victor Kostyuk",31,0,1,39000000,4,0,0,35,0,1.47,0,1.47,—,United States,1,0,0,5.43,4.25,4.32,4.47,3.95,5.48,4.52,5.72,5.48,4.73,6.52,6.75,"['George Khachatryan', 'Victor Kostyuk']",0
Social Snowball,"Advertising, Affiliate Marketing, E-Commerce, Marketing",0,1,"Greater Miami Area, East Coast, Southern US",2020,2020,—,1,0,0,430000,1,0,0,5,0,6.06,0,6.06,—,United States,1,0,0,5.43,4.25,4.32,4.47,3.95,5.48,4.52,5.72,5.48,4.73,6.52,6.75,[],0
Ziply Fiber,"Internet, Manufacturing, Telecommunications",0,0,"Greater Seattle Area, West Coast, Western US",2020,2020,—,6,0,0,500000000,2,0,0,87,0,—,0,—,—,United States,1,0,0,5.43,4.25,4.32,4.47,3.95,5.48,4.52,5.72,5.48,4.73,6.52,6.75,[],0
Noname Security,"Cloud Security, Enterprise Software, Network Security",0,1,"San Francisco Bay Area, Silicon Valley, West Coast",2020,2020,"Oz Golan, Shay Levi",10,0,0,220000000,3,0,2,75,0,4.09,0,4.09,—,United States,1,0,0,5.43,4.25,4.32,4.47,3.95,5.48,4.52,5.72,5.48,4.73,6.52,6.75,"['Oz Golan', 'Shay Levi']",0
